variant,seed,sequence,attack,covers,symbol_accuracy,message_success,rs_corrections
attack_aware_qualified,11,8,rotate_9_holdout,348,0.9741379310344828,1,9
attack_aware_qualified,11,9,clean,348,1.0,1,0
attack_aware_qualified,11,9,jpeg_80,348,1.0,1,0
attack_aware_qualified,11,9,jpeg_50,348,1.0,1,0
attack_aware_qualified,11,9,gaussian_5,348,1.0,1,0
attack_aware_qualified,11,9,gaussian_12,348,1.0,1,0
attack_aware_qualified,11,9,gaussian_9_holdout,348,1.0,1,0
attack_aware_qualified,11,9,gaussian_15_holdout,348,0.9942528735632183,1,2
attack_aware_qualified,11,9,blur_0.8,348,1.0,1,0
attack_aware_qualified,11,9,blur_1.5,348,1.0,1,0
attack_aware_qualified,11,9,blur_1.2_holdout,348,1.0,1,0
attack_aware_qualified,11,9,blur_1.8_holdout,348,0.9827586206896551,1,6
attack_aware_qualified,11,9,resize_075,348,1.0,1,0
attack_aware_qualified,11,9,resize_050,348,1.0,1,0
attack_aware_qualified,11,9,crop_05,348,1.0,1,0
attack_aware_qualified,11,9,crop_10,348,1.0,1,0
attack_aware_qualified,11,9,crop_08_holdout,348,0.9971264367816092,1,1
attack_aware_qualified,11,9,crop_12_holdout,348,0.8908045977011494,1,35
attack_aware_qualified,11,9,rotate_3,348,1.0,1,0
attack_aware_qualified,11,9,rotate_7,348,1.0,1,0
attack_aware_qualified,11,9,rotate_5_holdout,348,1.0,1,0
attack_aware_qualified,11,9,rotate_9_holdout,348,0.9770114942528736,1,8
